CÓDIGO,UNIDADE,TÍTULO,ÁREA DE CONHECIMENTO,VINCULAÇÃO,FINANCIADO,PASSA POR COMITÊ,PARTICIPAÇÃO,STATUS,DATA DE CADASTRO,PERÍODO DE VIGÊNCIA,Unnamed: 11
PI05315-2021,FACULDADE DE ENGENHARIA DA UFCAT,"Modelagem geometalúrgica utilizando técnicas de aprendizado de máquina na Mina Chapadão, Ouvidor - GO",Engenharias - Engenharia de Minas,Tipo de vínculo desconhecido,não,não,"ANDRE CARLOS SILVA (DOCENTE - Coordenador), ARTHUR BERGAMINI (DISCENTE - Colaborador), ELENICE MARIA SCHONS SILVA (DOCENTE - Vice-coodernador), SILVANIA ALVES BRAGA DE CASTRO (DISCENTE - Colaborador)",FINALIZADO E AGUARDANDO PUBLICAÇÃO,19/04/2021,19/04/2021 a 31/12/2024,
PI05636-2021,FACULDADE DE ENGENHARIA DA UFCAT,DESENVOLVIMENTO DE CADEIA DE VALOR CIRCULAR PARA O QUARTZO DE CRISTALINA/GO COMO MINERAL ESTRATÉGICO PARA A PRODUÇÃO DE PAINÉIS SOLARES,Engenharias - Engenharia de Minas - Tratamento de Minérios - Métodos de Concentração e Enriquecimento de Minérios,Tipo de vínculo desconhecido,sim,não,"ANDRE CARLOS SILVA (DOCENTE - Coordenador), DÉBORA NASCIMENTO SOUSA (EXTERNO - Colaborador), ELENICE MARIA SCHONS SILVA (DOCENTE - Colaborador), FERNANDO AUGUSTO DOS SANTOS (EXTERNO - Vice-coodernador), FERNANDO CARLOS GONÇALVES MURGA (DISCENTE - Colaborador)",FINALIZADO,09/08/2021,01/09/2021 a 31/03/2023,
PI05066-2021,FACULDADE DE ENGENHARIA DA UFCAT,LEAN HEALTHCARE: OTIMIZAÇÃO DE PROCESSOS HOSPITALARES,Engenharias - Engenharia de Produção,Tipo de vínculo desconhecido,não,não,"AMANDA FÉLIX RABELO (DISCENTE - Colaborador), ANTONIO NILSON ZAMUNER FILHO (DOCENTE - Coordenador), CAROLINE KAZUE MATIDA (DOCENTE - Colaborador), CRISTIANO RICARDO DE ABREU (DOCENTE - Colaborador), GUILHERME MENDONÇA DE SOUZA (DISCENTE - Colaborador), IURI LESSA SARDINHA DA SILVA (DISCENTE - Colaborador), VINICIUS GONÇALVES DE SOUZA (DISCENTE - Colaborador)",EXCLUÍDO,18/02/2021,01/02/2021 a 31/12/2021,
PI05176-2021,FACULDADE DE ENGENHARIA DA UFCAT,SUSTAINABLE USE OF TAILINGS: PHYTOMINING,"Engenharias - Engenharia de Minas - Lavra, Ciências Agrárias - Agronomia - Ciência do Solo",Tipo de vínculo desconhecido,sim,não,"ANDREZA ANGEL DE SOUZA COUTO (DISCENTE - Colaborador), ANTONIO NILSON ZAMUNER FILHO (DOCENTE - Coordenador), ANTOVER PANAZZOLO SARMENTO (DOCENTE - Colaborador), CANUELE ADAMIANE TIAGO PACHÊCO (DISCENTE - Colaborador), DANILO FERNANDES ALBERNAZ (DISCENTE - Colaborador), FLORENCA DAS GRACAS MOURA (SERVIDOR - Colaborador), HENRIQUE SENNA DINIZ PINTO (DOCENTE - Colaborador), ISTHAR SOFIA FRANZOI (DISCENTE - Colaborador), IURI LESSA SARDINHA DA SILVA (DISCENTE - Colaborador), JERLIAN SOARES ARAÚJO (DISCENTE - Colaborador), MARCELO DE PAOLE MOREIRA MIRANDA (EXTERNO - Vice-coodernador), MARCOS VINICIUS AGAPITO MENDES (DOCENTE - Colaborador), MARINA CARVALHO FRANÇA JORDÃO (DISCENTE - Colaborador), RENATO DE PAULA ARAUJO (DOCENTE - Colaborador)",FINALIZADO E AGUARDANDO PUBLICAÇÃO,23/03/2021,23/03/2021 a 31/12/2023,
PI05189-2021,FACULDADE DE ENGENHARIA DA UFCAT,ENHANCED ROCK WEATHERING: USE OF KAMAFUGITE ROCK TO REDUCE THE ATMOSPHERIC CO2,"Engenharias - Engenharia de Minas, Ciências Agrárias - Agronomia - Ciência do Solo - Manejo e Conservação do Solo",Tipo de vínculo desconhecido,sim,não,"ANTONIO NILSON ZAMUNER FILHO (DOCENTE - Coordenador), ANTOVER PANAZZOLO SARMENTO (DOCENTE - Colaborador), EDUARDO SCARPARI SPOLIDORIO (EXTERNO - Colaborador), FERNANDA MACEDO RODRIGUES (DISCENTE - Colaborador), FREDERICO FERNANDES GONÇALVES BERNARDEZ (EXTERNO - Colaborador), JULIANA HIROMI SATO (EXTERNO - Colaborador), MARIA LUIZA CARNEIRO (DISCENTE - Colaborador), RODRIGO FIGUEIREDO CASEMIRO (EXTERNO - Colaborador)",FINALIZADO E AGUARDANDO PUBLICAÇÃO,26/03/2021,23/03/2021 a 31/12/2024,
PI05586-2021,FACULDADE DE ENGENHARIA DA UFCAT,DESEMPENHO AGRONÔMICO DE ROCHAS DO GRUPO BAMBUÍ,"Engenharias - Engenharia de Minas, Ciências Agrárias - Agronomia - Ciência do Solo",Tipo de vínculo desconhecido,sim,não,"ANTONIO NILSON ZAMUNER FILHO (DOCENTE - Coordenador), ANTOVER PANAZZOLO SARMENTO (DOCENTE - Colaborador), DANILO FERNANDES ALBERNAZ (DISCENTE - Colaborador), MARINA CARVALHO FRANÇA JORDÃO (DISCENTE - Colaborador), THIAGO VELOSO PERES (EXTERNO - Colaborador)",FINALIZADO E AGUARDANDO PUBLICAÇÃO,24/06/2021,01/08/2021 a 31/12/2024,
PI05639-2021,FACULDADE DE ENGENHARIA DA UFCAT,Estação de tratamento de efluente industrial: Estudo de reagentes para coagulação e melhoria do processo,"Ciências Exatas e da Terra - Química, Engenharias - Engenharia Civil - Engenharia Hidráulica, Engenharias - Engenharia Sanitária - Tratamento de Águas de Abastecimento e Residuárias",Tipo de vínculo desconhecido,sim,não,"ALBERTHMEIRY TEIXEIRA DE FIGUEIREDO (DOCENTE - Colaborador), ANTONIO NILSON ZAMUNER FILHO (DOCENTE - Colaborador), ANTOVER PANAZZOLO SARMENTO (DOCENTE - Coordenador), CRISTIANO MORITA BARRADO (DOCENTE - Colaborador), DEBORA PRADO VASCONCELOS MELO (DISCENTE - Colaborador), JULIANA BEZERRA DE CAMARGOS (EXTERNO - Colaborador), NAJILLA DE OLIVEIRA SOUSA GONÇALVES (DISCENTE - Colaborador), WILKER PEREIRA CAMPOS (EXTERNO - Colaborador)",FINALIZADO E AGUARDANDO PUBLICAÇÃO,25/08/2021,01/09/2021 a 01/10/2022,
PI05642-2021,FACULDADE DE ENGENHARIA DA UFCAT,Desenvolvimento de Sensores para Medição de Espessura de Filme para Escoamentos Bifásicos,"Engenharias - Engenharia Elétrica - Medidas Elétricas, Magnéticas e Eletrônicas  Instrumentação - Instrumentação Eletrônica, Engenharias - Engenharia Mecânica - Fenômenos de Transporte - Mecânica dos Fluídos",Tipo de vínculo desconhecido,não,não,"ALEXANDRE ELIAS DE AMORIM (DISCENTE - Colaborador), BRUNO FURTADO DE MOURA (DOCENTE - Coordenador), GABRIEL DE MATOS MORAIS DA CONCEICAO (DISCENTE - Colaborador), KAIO LUCAS NAVES EVANGELISTA (DISCENTE - Colaborador), LAURA TEODORA MIOTTO REIS (DISCENTE - Colaborador), LEONARDO LOPES SARDINHA (DISCENTE - Colaborador), RICARDO RIBEIRO MOURA (DOCENTE - Colaborador)",EM ANDAMENTO,04/11/2021,01/10/2021 a 30/09/2028,
PI05081-2021,FACULDADE DE ENGENHARIA DA UFCAT,DESENVOLVIMENTO DE UM APLICATIVO COLABORATIVO PARA COMPARTILHAMENTO DE PREÇOS DE PRODUTOS DE SUPERMERCADOS UTILIZANDO FLUTTER E DART,"Ciências Exatas e da Terra - Ciência da Computação - Metodologia e Técnicas da Computação - Engenharia de Software, Engenharias - Engenharia de Produção - Engenharia do Produto - Desenvolvimento de Produto",Tipo de vínculo desconhecido,não,não,"CARLOS ANTONIO RIBEIRO DUARTE (DOCENTE - Coordenador), LUCAS EDUARDO RIBEIRO DUARTE (EXTERNO - Colaborador), LUCAS FAGUNDES VAZ (SERVIDOR - Vice-coodernador)",EM ANDAMENTO,25/02/2021,01/03/2021 a 31/12/2027,
PI05082-2021,FACULDADE DE ENGENHARIA DA UFCAT,DESENVOLVIMENTO DE UM APLICATIVO PARA FACILITAR O ACESSO ÀS INFORMAÇÕES INSTITUCIONAIS  E MELHORAR A SEGURANÇA DA UNIVERSIDADE FEDERAL DE CATALÃO,"Ciências Exatas e da Terra - Ciência da Computação - Metodologia e Técnicas da Computação - Engenharia de Software, Engenharias - Engenharia de Produção - Engenharia do Produto - Desenvolvimento de Produto",Tipo de vínculo desconhecido,não,não,"CARLOS ANTONIO RIBEIRO DUARTE (DOCENTE - Coordenador), LUCAS EDUARDO RIBEIRO DUARTE (EXTERNO - Colaborador), LUCAS FAGUNDES VAZ (SERVIDOR - Vice-coodernador)",FINALIZADO E AGUARDANDO PUBLICAÇÃO,25/02/2021,01/03/2021 a 31/12/2023,
PI05309-2021,FACULDADE DE ENGENHARIA DA UFCAT,Desenvolvimento de um coletor à base de óleos de macaúba da Soleá Brasil Óleos Vegetais Ltda para rocha fosfática,Engenharias - Engenharia de Minas - Tratamento de Minérios - Métodos de Concentração e Enriquecimento de Minérios,Tipo de vínculo desconhecido,sim,não,"ANDRE CARLOS SILVA (DOCENTE - Vice-coodernador), ELENICE MARIA SCHONS SILVA (DOCENTE - Coordenador), ELIZAEL DE JESUS GONÇALVES (DISCENTE - Colaborador), LUÍS EDUARDO FERRAZ DO AMARAL RAVAGLIA (EXTERNO - Colaborador)",EM ANDAMENTO,19/04/2021,01/05/2021 a 01/04/2025,
PI05067-2021,FACULDADE DE ENGENHARIA DA UFCAT,FORMULAÇÕES DO MEC OU ACOPLAMENTO MEC/MEF PARA ANÁLISE DE CHAPAS COMPOSTAS POR MATERIAIS FRÁGEIS,Engenharias - Engenharia Civil - Estruturas,Tipo de vínculo desconhecido,sim,não,"EDUARDO ALBERTO DE SOUZA NETO (EXTERNO - Colaborador), GABRIELA REZENDE FERNANDES (DOCENTE - Coordenador), JOSE JULIO DE CERQUEIRA PITUBA (DOCENTE - Colaborador)",FINALIZADO E AGUARDANDO PUBLICAÇÃO,19/02/2021,01/03/2021 a 31/12/2024,
PI05587-2021,FACULDADE DE ENGENHARIA DA UFCAT,Análise de 3.200 Amostras de Minério de Ouro,"Ciências Exatas e da Terra - Geociências - Geologia - Mineralogia, Engenharias - Engenharia de Minas - Pesquisa Mineral - Caracterização do Minério",Tipo de vínculo desconhecido,sim,não,HENRIQUE SENNA DINIZ PINTO (DOCENTE - Coordenador),FINALIZADO,24/06/2021,21/06/2021 a 17/12/2021,
,FACULDADE DE ENGENHARIA DA UFCAT,SIMULAÇÃO DE RECURSOS,"Engenharias - Engenharia de Produção - Gerência de Produção - Planejamento, Projeto e Controle de Sistemas de Produção, Engenharias - Engenharia de Produção - Pesquisa Operacional - Processos Estocásticos e Teoria das Filas",Tipo de vínculo desconhecido,sim,não,"ALINE GONCALVES DOS SANTOS (DOCENTE - Vice-coodernador), FULVIUS SOUSA JOVENTINO (DISCENTE - Colaborador), GUILHERME VIRIATO LEAL (DISCENTE - Colaborador), JÉSSICA CAROLINE SILVA (DISCENTE - Colaborador), LAZARO ANTONIO DA FONSECA JUNIOR (DOCENTE - Coordenador)",EXCLUÍDO,14/05/2021,14/05/2021 a 14/05/2022,
,FACULDADE DE ENGENHARIA DA UFCAT,SIMULAÇÃO DE RECURSOS DO SETOR DE SOLDA DE UMA EMPRESA  FABRICANTE DE MÁQUINAS AGRÍCOLAS,"Engenharias - Engenharia de Produção - Gerência de Produção - Planejamento, Projeto e Controle de Sistemas de Produção, Engenharias - Engenharia de Produção - Pesquisa Operacional - Processos Estocásticos e Teoria das Filas",Tipo de vínculo desconhecido,sim,não,"ALINE GONCALVES DOS SANTOS (DOCENTE - Vice-coodernador), FULVIUS SOUSA JOVENTINO (DISCENTE - Colaborador), GUILHERME VIRIATO LEAL (DISCENTE - Colaborador), JÉSSICA CAROLINE SILVA (DISCENTE - Colaborador), LAZARO ANTONIO DA FONSECA JUNIOR (DOCENTE - Coordenador)",EXCLUÍDO,21/06/2021,01/07/2021 a 31/08/2021,
PI05072-2021,FACULDADE DE ENGENHARIA DA UFCAT,Métodos de redução de modelo aplicados em sistemas mecânicos não lineares com incertezas paramétricas,"Engenharias - Engenharia Mecânica - Mecânica dos Sólidos - Dinâmica dos Corpos Rígidos, Elásticos e Plásticos",Tipo de vínculo desconhecido,não,não,"LAZARO ANTONIO DA FONSECA JUNIOR (DOCENTE - Coordenador), LUCAS DE SOUZA PEREIRA (DISCENTE - Colaborador)",FINALIZADO E AGUARDANDO PUBLICAÇÃO,03/03/2021,01/03/2021 a 01/03/2024,
PI05603-2021,FACULDADE DE ENGENHARIA DA UFCAT,SIMULAÇÃO DE RECURSOS DO SETOR DE SOLDA DE UMA EMPRESA  FABRICANTE DE MÁQUINAS AGRÍCOLAS,"Engenharias - Engenharia de Produção - Gerência de Produção - Planejamento, Projeto e Controle de Sistemas de Produção, Engenharias - Engenharia de Produção - Pesquisa Operacional - Processos Estocásticos e Teoria das Filas",Tipo de vínculo desconhecido,sim,não,"ALINE GONCALVES DOS SANTOS (DOCENTE - Vice-coodernador), DANILO FERNANDES ALBERNAZ (DISCENTE - Colaborador), FULVIUS SOUSA JOVENTINO (DISCENTE - Colaborador), GUILHERME VIRIATO LEAL (DISCENTE - Colaborador), JÉSSICA CAROLINE SILVA (DISCENTE - Colaborador), LAZARO ANTONIO DA FONSECA JUNIOR (DOCENTE - Coordenador)",FINALIZADO E AGUARDANDO PUBLICAÇÃO,12/07/2021,05/07/2021 a 04/07/2022,
PI05580-2021,FACULDADE DE ENGENHARIA DA UFCAT,AVALIAÇÃO DE ADSORVENTES PRODUZIDOS COM MATERIAIS PROVENIENTES DE REJEITOS DE MINERAÇÃO,Ciências Exatas e da Terra - Química,Tipo de vínculo desconhecido,não,não,"MARCIA FELIPE MENDES (SERVIDOR - Colaborador), MARCOS VINICIUS AGAPITO MENDES (DOCENTE - Coordenador), VANESSA NUNES ALVES (DOCENTE - Vice-coodernador)",EM ANDAMENTO (Documentos Conferidos),12/07/2021,01/05/2021 a 30/04/2025,
PI04909-2020,FACULDADE DE ENGENHARIA DA UFCAT,Investigação de fenômenos do processo de microusinagem,Engenharias - Engenharia Mecânica - Processos de Fabricação,Tipo de vínculo desconhecido,sim,não,"ALINE GONCALVES DOS SANTOS (DOCENTE - Coordenador), ANDRE ALVES DE RESENDE (DOCENTE - Colaborador), IAGO FERREIRA LIMA (SERVIDOR - Colaborador), LAURA TEODORA MIOTTO REIS (DISCENTE - Colaborador), STELLA JACYSZYN BACHEGA (DOCENTE - Colaborador), TANIA DALETE PIRES MAIA (DISCENTE - Colaborador)",EM ANDAMENTO,02/12/2020,14/08/2020 a 31/12/2025,
PI04613-2020,FACULDADE DE ENGENHARIA DA UFCAT,APLICAÇÃO DE CINZAS DE INCINERAÇÃO EM BASES CIMENTÍCIAS,"Engenharias - Engenharia de Minas - Tratamento de Minérios - Métodos de Concentração e Enriquecimento de Minérios, Engenharias - Engenharia de Materiais e Metalúrgica - Metalurgia Extrativa - Hidrometalurgia, Engenharias - Engenharia de Materiais e Metalúrgica - Materiais Não-Metálicos - Materiais Conjugados Não-Metálicos",Tipo de vínculo desconhecido,não,não,"ANDRE CARLOS SILVA (DOCENTE - Coordenador), ELENICE MARIA SCHONS SILVA (DOCENTE - Colaborador), JOSÉ LEONARDO VANDERLEI DE CARVALHO (DISCENTE - Colaborador)",FINALIZADO,15/05/2020,15/05/2020 a 30/04/2023,
PI04838-2020,FACULDADE DE ENGENHARIA DA UFCAT,AÇÕES AFIRMATIVAS DO PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS EXATAS E TECNOLÓGICAS (PPGCET),Outras - Tecnologia e Inovação,Tipo de vínculo desconhecido,sim,não,"ADRIANA FREITAS NEVES (DOCENTE - Colaborador), ALBERTHMEIRY TEIXEIRA DE FIGUEIREDO (DOCENTE - Colaborador), ALCIONE BORGES PURCINA (DISCENTE - Colaborador), AMANDA GABRIELLE DA SILVA (DISCENTE - Colaborador), ANA CAROLINA BOACINA DE FREITAS (DISCENTE - Colaborador), ANDRE CARLOS SILVA (DOCENTE - Coordenador), ANDREIA DANIANE BARBOSA (DISCENTE - Colaborador), ANGELICA MARCIA DOS SANTOS (DISCENTE - Colaborador), ANTONIO EDUARDO DA HORA MACHADO (EXTERNO - Colaborador), CANUELE ADAMIANE TIAGO PACHÊCO (DISCENTE - Colaborador), CARLOS EDUARDO DOMINGUES DA MATA (DISCENTE - Colaborador), CLAUDIO ALEX DE OLIVEIRA PIRES (DISCENTE - Colaborador), CRISTIANO MORITA BARRADO (DOCENTE - Colaborador), DANNILO CARVALHO BORGES (DISCENTE - Colaborador), EDER LOPES DO COUTO (DISCENTE - Colaborador), EDUARDO NUNES DE MAGALHÃES (DISCENTE - Colaborador), FERNANDO RODRIGUES DA CUNHA (DISCENTE - Colaborador), FLAVIA GONCALVES FERNANDES (DISCENTE - Colaborador), FRANCIOLLI DA SILVA DANTAS DE ARAÚJO (DISCENTE - Colaborador), GABRIELA DA COSTA RIBEIRO (DISCENTE - Colaborador), GABRIELA REZENDE FERNANDES (DOCENTE - Colaborador), GERSON ROMANO DOS SANTOS JUNIOR (DISCENTE - Colaborador), GILSON YURI SILVA MOURA (DISCENTE - Colaborador), ISTHAR SOFIA FRANZOI (DISCENTE - Colaborador), JOSÉ CARLOS CAMPOS GONÇALVES FILHO (DISCENTE - Colaborador), JOSE JULIO DE CERQUEIRA PITUBA (DOCENTE - Colaborador), JOSÉ LEONARDO VANDERLEI DE CARVALHO (DISCENTE - Colaborador), KAMILA PEREIRA DE AMORIM (DISCENTE - Colaborador), LARISSA FERREIRA DA SILVA (DISCENTE - Colaborador), LEANDRO DE LIMA RAMALDES (DISCENTE - Colaborador), LEONARDO SANTOS ANDRADE (DOCENTE - Colaborador), LINCOLN LUCILIO ROMUALDO (DOCENTE - Colaborador), LUIZ FERNANDO ELIAS MARTINEZ (DISCENTE - Colaborador), MARCOS NAPOLEAO RABELO (DOCENTE - Colaborador), MARIA FERNANDA DO CARMO GURGEL (DOCENTE - Colaborador), MARIO GODINHO JUNIOR (DOCENTE - Colaborador), MAYRA SILVA DE OLIVEIRA (DISCENTE - Colaborador), MONISE RAMOS DA SILVA FERREIRA (DISCENTE - Colaborador), NEILTON DA SILVA TAPAJÓS (DISCENTE - Colaborador), PAULO EDUARDO GONCALVES DE ASSIS (DOCENTE - Colaborador), PEDRO HENRIQUE SILVINO PALHETA (DISCENTE - Colaborador), PETRUS HENRIQUE RIBEIRO DOS ANJOS (DOCENTE - Vice-coodernador), RENATO ALEJANDRO TINTAYA MOLLO (DISCENTE - Colaborador), SANDRA DE CÁSSIA PEREIRA (DISCENTE - Colaborador), SILVANIA ALVES BRAGA DE CASTRO (DISCENTE - Colaborador), THIAGO FELIPE DOMINGOS DIAS FERNANDES (DISCENTE - Colaborador), THIAGO FELIPE SILVA (DISCENTE - Colaborador), WEBER DUARTE MESQUITA (DISCENTE - Colaborador), WERLEY RAFAEL DA SILVA (DISCENTE - Colaborador), YASMIM RAFAELLA CAIXETA PINTO BERNARDES (DISCENTE - Colaborador)",EM ANDAMENTO,21/10/2020,21/10/2020 a 31/12/2025,
PI04933-2020,FACULDADE DE ENGENHARIA DA UFCAT,"Aplicação do Sorgo (farinha, amido e misturas) na flotação de minerais",Engenharias - Engenharia de Minas - Tratamento de Minérios - Métodos de Concentração e Enriquecimento de Minérios,Tipo de vínculo desconhecido,sim,não,"ADRIANO ALBERTO GONÇALVES (EXTERNO - Colaborador), ANDRE CARLOS SILVA (DOCENTE - Coordenador), CARLOS EDUARDO DOMINGUES DA MATA (DISCENTE - Colaborador), ELENICE MARIA SCHONS SILVA (DOCENTE - Vice-coodernador), LAURA GASPAR RASMUSSEM (DISCENTE - Colaborador), LUANY BEATRIZ AMANAJAS DE OLIVEIRA (DISCENTE - Colaborador), LUÍS ALBERTO SILVA (DISCENTE - Colaborador), PAULO PEREIRA DE FRANÇA NETO (DISCENTE - Colaborador), PEDRO ADALBERTO TASINAFFI (EXTERNO - Colaborador)",FINALIZADO E AGUARDANDO PUBLICAÇÃO,10/12/2020,09/12/2020 a 31/12/2023,
PI04272-2020,FACULDADE DE ENGENHARIA DA UFCAT,MAPEAMENTO DO FLUXO DE VALOR DO DEPARTAMENTO ADMINISTRATIVO E DE UMA LINHA DE PRODUÇÃO EM UMA FÁBRICA DE MÁQUINAS AGRÍCOLAS,Engenharias - Engenharia de Produção,Tipo de vínculo desconhecido,sim,não,"ALISSON BARROS (EXTERNO - Colaborador), ANA JÚLIA GODINHO GODOY (DISCENTE - Colaborador), ANTONIO NILSON ZAMUNER FILHO (DOCENTE - Coordenador), DANILO FERNANDES ALBERNAZ (EXTERNO - Colaborador), EZEQUIEL DINIZ (EXTERNO - Colaborador), GABRIELA BORGES (EXTERNO - Colaborador), GUILHERME MENDONÇA DE SOUZA (DISCENTE - Colaborador), IURI LESSA SARDINHA DA SILVA (DISCENTE - Colaborador), KARINE CANUTO MARTINS (SERVIDOR - Colaborador), PATRÍCIA SANTOS (EXTERNO - Colaborador), RAYSSA RIBEIRO DE PAIVA (DISCENTE - Colaborador), RODRIGO RODRIGUES (EXTERNO - Colaborador)",FINALIZADO E AGUARDANDO PUBLICAÇÃO,12/03/2020,11/03/2020 a 31/10/2021,
PI04273-2020,FACULDADE DE ENGENHARIA DA UFCAT,REMINERALIZADORES: APLICAÇÃO EM NUTRIÇÃO DE PLANTAS - COPEBRAS,Ciências Agrárias - Agronomia - Ciência do Solo - Fertilidade do Solo e Adubação,Tipo de vínculo desconhecido,sim,não,"ANTONIO NILSON ZAMUNER FILHO (DOCENTE - Coordenador), CARLOS CORDEIRO RIBEIRO (DOCENTE - Vice-coodernador), EDIANA KATJA BERTOLDO SOUZA (DISCENTE - Colaborador), ISADORA BORGES NEIVA (DISCENTE - Colaborador), LEONARDO VASCONCELLOS RANGEL (EXTERNO - Vice-coodernador), MARIA LUIZA CARNEIRO (DISCENTE - Colaborador), NAYANE CRISTINA DA SILVA ARAUJO (DISCENTE - Colaborador)",FINALIZADO E AGUARDANDO PUBLICAÇÃO,12/03/2020,01/04/2020 a 31/12/2021,
PI04957-2020,FACULDADE DE ENGENHARIA DA UFCAT,ENHANCED ROCK WEATHERING:USE OF ROCKS AND MINERALS TO REDUCE THE ATMOSPHERIC CO2,Ciências Agrárias - Agronomia - Ciência do Solo - Fertilidade do Solo e Adubação,Tipo de vínculo desconhecido,não,não,"ANTONIO NILSON ZAMUNER FILHO (DOCENTE - Coordenador), ANTOVER PANAZZOLO SARMENTO (DOCENTE - Colaborador), FERNANDA MACEDO RODRIGUES (DISCENTE - Colaborador), MARCOS HENRIQUE PACHECO (DISCENTE - Colaborador), RAFAEL SANTOS (EXTERNO - Colaborador), UGO FANTUCCI (EXTERNO - Colaborador)",FINALIZADO E AGUARDANDO PUBLICAÇÃO,16/12/2020,10/12/2020 a 20/12/2024,
,FACULDADE DE ENGENHARIA DA UFCAT,Desenvolvimento de Tomografia do Tipo Soft-Field para Processos Multifásicos,"Engenharias - Engenharia Elétrica - Medidas Elétricas, Magnéticas e Eletrônicas  Instrumentação - Instrumentação Eletrônica, Engenharias - Engenharia Mecânica - Fenômenos de Transporte - Mecânica dos Fluídos",Tipo de vínculo desconhecido,não,não,BRUNO FURTADO DE MOURA (DOCENTE - Coordenador),EXCLUÍDO,29/07/2020,03/08/2020 a 29/07/2024,
,FACULDADE DE ENGENHARIA DA UFCAT,Elaboração de metodologias para avaliação de parâmetros operacionais sobre o desempenho da medição de vazão de escoamento multifásicos,Engenharias - Engenharia Mecânica - Fenômenos de Transporte - Mecânica dos Fluídos,Tipo de vínculo desconhecido,não,não,BRUNO FURTADO DE MOURA (DOCENTE - Coordenador),EXCLUÍDO,31/07/2020,03/08/2020 a 07/02/2022,
PI04719-2020,FACULDADE DE ENGENHARIA DA UFCAT,Desenvolvimento de Tomografia do Tipo Soft-Field para Processos Multifásicos,"Engenharias - Engenharia Elétrica - Medidas Elétricas, Magnéticas e Eletrônicas  Instrumentação - Instrumentação Eletrônica, Engenharias - Engenharia Mecânica - Fenômenos de Transporte - Mecânica dos Fluídos",Tipo de vínculo desconhecido,não,não,"BRUNO FURTADO DE MOURA (DOCENTE - Coordenador), MARCIELLYO RIBEIRO DE OLIVEIRA (EXTERNO - Colaborador), MÁRCIO FERREIRA MARTINS (EXTERNO - Colaborador), RICARDO RIBEIRO MOURA (DOCENTE - Colaborador)",EM ANDAMENTO (Documentos Conferidos),17/09/2020,10/08/2020 a 01/08/2028,
PI04731-2020,FACULDADE DE ENGENHARIA DA UFCAT,DESENVOLVIMENTO DE REAGENTES ALTERNATIVOS PARA A FLOTAÇÃO DE ROCHA FOSFÁTICA DA MOSAIC FERTILIZANTES,Engenharias - Engenharia de Minas - Tratamento de Minérios - Métodos de Concentração e Enriquecimento de Minérios,Tipo de vínculo desconhecido,não,não,"ANDRE CARLOS SILVA (DOCENTE - Vice-coodernador), CARLOS MURILO DA SILVA FILHO (EXTERNO - Colaborador), CARULINA MARQUES (EXTERNO - Colaborador), ELENICE MARIA SCHONS SILVA (DOCENTE - Coordenador), LUÍS ALBERTO SILVA (DISCENTE - Colaborador), RAMON VINHAS OLIVEIRA LIMA (DISCENTE - Colaborador), RILDO FERREIRA DE SOUSA JÚNIOR (EXTERNO - Colaborador)",FINALIZADO E AGUARDANDO PUBLICAÇÃO,17/08/2020,01/06/2020 a 31/08/2021,
PI04345-2020,FACULDADE DE ENGENHARIA DA UFCAT,Proposta de projeto de instalação de condomínios logísticos com a utilização de veículo urbano de carga (VUC) no município de Catalão-GO.,"Engenharias - Engenharia de Produção - Gerência de Produção - Suprimentos, Engenharias - Engenharia de Transportes - Planejamento de Transportes - Planejamento e Organização do Sistema de Transporte",Tipo de vínculo desconhecido,não,não,"FERNANDO DE ARAUJO (DOCENTE - Coordenador), NAIARA FAIAD SEBBA CALIFE GARCIA (DOCENTE - Colaborador)",FINALIZADO E AGUARDANDO PUBLICAÇÃO,30/03/2020,15/07/2020 a 31/07/2022,
PI04827-2020,FACULDADE DE ENGENHARIA DA UFCAT,APOIO AO PROGRAMA DE PÓS GRADUAÇÃO EM ENGENHARIA CIVIL (PPGEC) PARA REALIZAÇÃO DE SUAS ATIVIDADES DE PESQUISA,Engenharias - Engenharia Civil,Tipo de vínculo desconhecido,sim,não,"ANELIZABETE ALVES TEIXEIRA (EXTERNO - Colaborador), ANTOVER PANAZZOLO SARMENTO (DOCENTE - Colaborador), ED CARLO ROSA PAIVA (DOCENTE - Colaborador), ELIANE APARECIDA JUSTINO (DOCENTE - Colaborador), FERNANDO DE ARAUJO (DOCENTE - Colaborador), GABRIELA REZENDE FERNANDES (DOCENTE - Coordenador), HEBER MARTINS DE PAULA (DOCENTE - Colaborador), JOSE DOS REIS VIEIRA DE MOURA JUNIOR (DOCENTE - Colaborador), JOSE JULIO DE CERQUEIRA PITUBA (DOCENTE - Colaborador), ROMES ANTONIO BORGES (DOCENTE - Colaborador), WELLINGTON ANDRADE DA SILVA (DOCENTE - Colaborador)",FINALIZADO E AGUARDANDO PUBLICAÇÃO,16/10/2020,16/10/2020 a 08/10/2022,
